COD;CAUSA
W946;Areas industriais e em construcao
W947;Fazenda
W948;Outr locais espec
W949;Local NE
W990;Residencia
W991;Habitacao coletiva
W992;Escolas outr instit areas admin publica
W993;Area p/a pratica de esportes e atletismo
W994;Rua e estrada
W995;Areas de comercio e de servicos
W996;Areas industriais e em construcao
W997;Fazenda
W998;Outr locais espec
W999;Local NE
X000;Residencia
X001;Habitacao coletiva
X002;Escolas outr instit areas admin publica
X003;Area p/a pratica de esportes e atletismo
X004;Rua e estrada
X005;Areas de comercio e de servicos
X006;Areas industriais e em construcao
X007;Fazenda
X008;Outr locais espec
X009;Local NE
X010;Residencia
X011;Habitacao coletiva
X012;Escolas outr instit areas admin publica
X013;Area p/a pratica de esportes e atletismo
X014;Rua e estrada
X015;Areas de comercio e de servicos
X016;Areas industriais e em construcao
X017;Fazenda
X018;Outr locais espec
X019;Local NE
X020;Residencia
X021;Habitacao coletiva
X022;Escolas outr instit areas admin publica
X023;Area p/a pratica de esportes e atletismo
X024;Rua e estrada
X025;Areas de comercio e de servicos
X026;Areas industriais e em construcao
X027;Fazenda
X028;Outr locais espec
X029;Local NE
X030;Residencia
X031;Habitacao coletiva
X032;Escolas outr instit areas admin publica
X033;Area p/a pratica de esportes e atletismo
X034;Rua e estrada
X035;Areas de comercio e de servicos
X036;Areas industriais e em construcao
X037;Fazenda
X038;Outr locais espec
X039;Local NE
X040;Residencia
X041;Habitacao coletiva
X042;Escolas outr instit areas admin publica
X043;Area p/a pratica de esportes e atletismo
X044;Rua e estrada
X045;Areas de comercio e de servicos
X046;Areas industriais e em construcao
X047;Fazenda
X048;Outr locais espec
X049;Local NE
X050;Residencia
X051;Habitacao coletiva
X052;Escolas outr instit areas admin publica
X053;Area p/a pratica de esportes e atletismo
X054;Rua e estrada
X055;Areas de comercio e de servicos
X056;Areas industriais e em construcao
X057;Fazenda
X058;Outr locais espec
X059;Local NE
X060;Residencia
X061;Habitacao coletiva
X062;Escolas outr instit areas admin publica
X063;Area p/a pratica de esportes e atletismo
X064;Rua e estrada
X065;Areas de comercio e de servicos
X066;Areas industriais e em construcao
X067;Fazenda
X068;Outr locais espec
X069;Local NE
X080;Residencia
X081;Habitacao coletiva
X082;Escolas outr instit areas admin publica
X083;Area p/a pratica de esportes e atletismo
X084;Rua e estrada
X085;Areas de comercio e de servicos
X086;Areas industriais e em construcao
X087;Fazenda
X088;Outr locais espec
X089;Local NE
X090;Residencia
X091;Habitacao coletiva
X092;Escolas outr instit areas admin publica
X093;Area p/a pratica de esportes e atletismo
X094;Rua e estrada
X095;Areas de comercio e de servicos
X096;Areas industriais e em construcao
X097;Fazenda
X098;Outr locais espec
X099;Local NE
X100;Residencia
X101;Habitacao coletiva
X102;Escolas outr instit areas admin publica
X103;Area p/a pratica de esportes e atletismo
X104;Rua e estrada
X105;Areas de comercio e de servicos
X106;Areas industriais e em construcao
X107;Fazenda
X108;Outr locais espec
X109;Local NE
X110;Residencia
X111;Habitacao coletiva
X112;Escolas outr instit areas admin publica
X113;Area p/a pratica de esportes e atletismo
X114;Rua e estrada
X115;Areas de comercio e de servicos
X116;Areas industriais e em construcao
X117;Fazenda
X118;Outr locais espec
X119;Local NE
X120;Residencia
X121;Habitacao coletiva
X122;Escolas outr instit areas admin publica
X123;Area p/a pratica de esportes e atletismo
X124;Rua e estrada
X125;Areas de comercio e de servicos
X126;Areas industriais e em construcao
X127;Fazenda
X128;Outr locais espec
X129;Local NE
X130;Residencia
X131;Habitacao coletiva
X132;Escolas outr instit areas admin publica
X133;Area p/a pratica de esportes e atletismo
X134;Rua e estrada
X135;Areas de comercio e de servicos
X136;Areas industriais e em construcao
X137;Fazenda
X138;Outr locais espec
X139;Local NE
X140;Residencia
X141;Habitacao coletiva
X142;Escolas outr instit areas admin publica
X143;Area p/a pratica de esportes e atletismo
X144;Rua e estrada
X145;Areas de comercio e de servicos
X146;Areas industriais e em construcao
X147;Fazenda
X148;Outr locais espec
X149;Local NE
X150;Residencia
X151;Habitacao coletiva
X152;Escolas outr instit areas admin publica
X153;Area p/a pratica de esportes e atletismo
X154;Rua e estrada
X155;Areas de comercio e de servicos
X156;Areas industriais e em construcao
X157;Fazenda
X158;Outr locais espec
X159;Local NE
X160;Residencia
X161;Habitacao coletiva
X162;Escolas outr instit areas admin publica
X163;Area p/a pratica de esportes e atletismo
X164;Rua e estrada
X165;Areas de comercio e de servicos
X166;Areas industriais e em construcao
X167;Fazenda
X168;Outr locais espec
X169;Local NE
X170;Residencia
X171;Habitacao coletiva
X172;Escolas outr instit areas admin publica
X173;Area p/a pratica de esportes e atletismo
X174;Rua e estrada
X175;Areas de comercio e de servicos
X176;Areas industriais e em construcao
X177;Fazenda
X178;Outr locais espec
X179;Local NE
X180;Residencia
X181;Habitacao coletiva
X182;Escolas outr instit areas admin publica
X183;Area p/a pratica de esportes e atletismo
X184;Rua e estrada
X185;Areas de comercio e de servicos
X186;Areas industriais e em construcao
X187;Fazenda
X188;Outr locais espec
X189;Local NE
X190;Residencia
X191;Habitacao coletiva
X192;Escolas outr instit areas admin publica
X193;Area p/a pratica de esportes e atletismo
X194;Rua e estrada
X195;Areas de comercio e de servicos
X196;Areas industriais e em construcao
X197;Fazenda
X198;Outr locais espec
X199;Local NE
X200;Residencia
X201;Habitacao coletiva
X202;Escolas outr instit areas admin publica
X203;Area p/a pratica de esportes e atletismo
X204;Rua e estrada
X205;Areas de comercio e de servicos
X206;Areas industriais e em construcao
X207;Fazenda
X208;Outr locais espec
X209;Local NE
X210;Residencia
X211;Habitacao coletiva
X212;Escolas outr instit areas admin publica
X213;Area p/a pratica de esportes e atletismo
X214;Rua e estrada
X215;Areas de comercio e de servicos
X216;Areas industriais e em construcao
X217;Fazenda
X218;Outr locais espec
X219;Local NE
X220;Residencia
X221;Habitacao coletiva
X222;Escolas outr instit areas admin publica
X223;Area p/a pratica de esportes e atletismo
X224;Rua e estrada
X225;Areas de comercio e de servicos
X226;Areas industriais e em construcao
X227;Fazenda
X228;Outr locais espec
X229;Local NE
X230;Residencia
X231;Habitacao coletiva
X232;Escolas outr instit areas admin publica
X233;Area p/a pratica de esportes e atletismo
X234;Rua e estrada
X235;Areas de comercio e de servicos
X236;Areas industriais e em construcao
X237;Fazenda
X238;Outr locais espec
X239;Local NE
X240;Residencia
X241;Habitacao coletiva
X242;Escolas outr instit areas admin publica
X243;Area p/a pratica de esportes e atletismo
X244;Rua e estrada
X245;Areas de comercio e de servicos
X246;Areas industriais e em construcao
X247;Fazenda
X248;Outr locais espec
X249;Local NE
X250;Residencia
X251;Habitacao coletiva
X252;Escolas outr instit areas admin publica
X253;Area p/a pratica de esportes e atletismo
X254;Rua e estrada
X255;Areas de comercio e de servicos
X256;Areas industriais e em construcao
X257;Fazenda
X258;Outr locais espec
X259;Local NE
X260;Residencia
X261;Habitacao coletiva
X262;Escolas outr instit areas admin publica
X263;Area p/a pratica de esportes e atletismo
X264;Rua e estrada
X265;Areas de comercio e de servicos
X266;Areas industriais e em construcao
X267;Fazenda
X268;Outr locais espec
X269;Local NE
X270;Residencia
X271;Habitacao coletiva
X272;Escolas outr instit areas admin publica
X273;Area p/a pratica de esportes e atletismo
X274;Rua e estrada
X275;Areas de comercio e de servicos
X276;Areas industriais e em construcao
X277;Fazenda
X278;Outr locais espec
X279;Local NE
X280;Residencia
X281;Habitacao coletiva
X282;Escolas outr instit areas admin publica
X283;Area p/a pratica de esportes e atletismo
X284;Rua e estrada
X285;Areas de comercio e de servicos
X286;Areas industriais e em construcao
X287;Fazenda
X288;Outr locais espec
X289;Local NE
X290;Residencia
X291;Habitacao coletiva
X292;Escolas outr instit areas admin publica
X293;Area p/a pratica de esportes e atletismo
X294;Rua e estrada
X295;Areas de comercio e de servicos
X296;Areas industriais e em construcao
X297;Fazenda
X298;Outr locais espec
X299;Local NE
X300;Residencia
X301;Habitacao coletiva
X302;Escolas outr instit areas admin publica
X303;Area p/a pratica de esportes e atletismo
X304;Rua e estrada
X305;Areas de comercio e de servicos
X306;Areas industriais e em construcao
X307;Fazenda
X308;Outr locais espec
X309;Local NE
X310;Residencia
X311;Habitacao coletiva
X312;Escolas outr instit areas admin publica
X313;Area p/a pratica de esportes e atletismo
X314;Rua e estrada
X315;Areas de comercio e de servicos
X316;Areas industriais e em construcao
X317;Fazenda
X318;Outr locais espec
X319;Local NE
X320;Residencia
X321;Habitacao coletiva
X322;Escolas outr instit areas admin publica
X323;Area p/a pratica de esportes e atletismo
X324;Rua e estrada
X325;Areas de comercio e de servicos
X326;Areas industriais e em construcao
X327;Fazenda
X328;Outr locais espec
X329;Local NE
X330;Residencia
X331;Habitacao coletiva
X332;Escolas outr instit areas admin publica
X333;Area p/a pratica de esportes e atletismo
X334;Rua e estrada
X335;Areas de comercio e de servicos
X336;Areas industriais e em construcao
X337;Fazenda
X338;Outr locais espec
X339;Local NE
X340;Residencia
X341;Habitacao coletiva
X342;Escolas outr instit areas admin publica
X343;Area p/a pratica de esportes e atletismo
X344;Rua e estrada
X345;Areas de comercio e de servicos
X346;Areas industriais e em construcao
X347;Fazenda
X348;Outr locais espec
X349;Local NE
X350;Residencia
X351;Habitacao coletiva
X352;Escolas outr instit areas admin publica
X353;Area p/a pratica de esportes e atletismo
X354;Rua e estrada
X355;Areas de comercio e de servicos
X356;Areas industriais e em construcao
X357;Fazenda
X358;Outr locais espec
X359;Local NE
X360;Residencia
X361;Habitacao coletiva
X362;Escolas outr instit areas admin publica
X363;Area p/a pratica de esportes e atletismo
X364;Rua e estrada
X365;Areas de comercio e de servicos
X366;Areas industriais e em construcao
X367;Fazenda
X368;Outr locais espec
X369;Local NE
X370;Residencia
X371;Habitacao coletiva
X372;Escolas outr instit areas admin publica
X373;Area p/a pratica de esportes e atletismo
X374;Rua e estrada
X375;Areas de comercio e de servicos
X376;Areas industriais e em construcao
X377;Fazenda
X378;Outr locais espec
X379;Local NE
X380;Residencia
X381;Habitacao coletiva
X382;Escolas outr instit areas admin publica
X383;Area p/a pratica de esportes e atletismo
X384;Rua e estrada
X385;Areas de comercio e de servicos
X386;Areas industriais e em construcao
X387;Fazenda
X388;Outr locais espec
X389;Local NE
X390;Residencia
X391;Habitacao coletiva
X392;Escolas outr instit areas admin publica
X393;Area p/a pratica de esportes e atletismo
X394;Rua e estrada
X395;Areas de comercio e de servicos
X396;Areas industriais e em construcao
X397;Fazenda
X398;Outr locais espec
X399;Local NE
X400;Residencia
X401;Habitacao coletiva
X402;Escolas outr instit areas admin publica
X403;Area p/a pratica de esportes e atletismo
X404;Rua e estrada
X405;Areas de comercio e de servicos
X406;Areas industriais e em construcao
X407;Fazenda
X408;Outr locais espec
X409;Local NE
X410;Residencia
X411;Habitacao coletiva
X412;Escolas outr instit areas admin publica
X413;Area p/a pratica de esportes e atletismo
X414;Rua e estrada
X415;Areas de comercio e de servicos
X416;Areas industriais e em construcao
X417;Fazenda
X418;Outr locais espec
X419;Local NE
X420;Residencia
X421;Habitacao coletiva
X422;Escolas outr instit areas admin publica
X423;Area p/a pratica de esportes e atletismo
X424;Rua e estrada
X425;Areas de comercio e de servicos
X426;Areas industriais e em construcao
X427;Fazenda
X428;Outr locais espec
X429;Local NE
X430;Residencia
X431;Habitacao coletiva
X432;Escolas outr instit areas admin publica
X433;Area p/a pratica de esportes e atletismo
X434;Rua e estrada
X435;Areas de comercio e de servicos
X436;Areas industriais e em construcao
X437;Fazenda
X438;Outr locais espec
X439;Local NE
X440;Residencia
X441;Habitacao coletiva
X442;Escolas outr instit areas admin publica
X443;Area p/a pratica de esportes e atletismo
X444;Rua e estrada
X445;Areas de comercio e de servicos
X446;Areas industriais e em construcao
X447;Fazenda
X448;Outr locais espec
X449;Local NE
X450;Residencia
X451;Habitacao coletiva
X452;Escolas outr instit areas admin publica
X453;Area p/a pratica de esportes e atletismo
X454;Rua e estrada
X455;Areas de comercio e de servicos
X456;Areas industriais e em construcao
X457;Fazenda
X458;Outr locais espec
X459;Local NE
X460;Residencia
X461;Habitacao coletiva
X462;Escolas outr instit areas admin publica
X463;Area p/a pratica de esportes e atletismo
X464;Rua e estrada
X465;Areas de comercio e de servicos
X466;Areas industriais e em construcao
X467;Fazenda
X468;Outr locais espec
X469;Local NE
X470;Residencia
X471;Habitacao coletiva
X472;Escolas outr instit areas admin publica
X473;Area p/a pratica de esportes e atletismo
X474;Rua e estrada
X475;Areas de comercio e de servicos
X476;Areas industriais e em construcao
X477;Fazenda
X478;Outr locais espec
X479;Local NE
X480;Residencia
X481;Habitacao coletiva
X482;Escolas outr instit areas admin publica
X483;Area p/a pratica de esportes e atletismo
X484;Rua e estrada
X485;Areas de comercio e de servicos
X486;Areas industriais e em construcao
X487;Fazenda
X488;Outr locais espec
X489;Local NE
X490;Residencia
X491;Habitacao coletiva
X492;Escolas outr instit areas admin publica
X493;Area p/a pratica de esportes e atletismo
X494;Rua e estrada
X495;Areas de comercio e de servicos
X496;Areas industriais e em construcao
X497;Fazenda
X498;Outr locais espec
X499;Local NE
X500;Residencia
X501;Habitacao coletiva
X502;Escolas outr instit areas admin publica
X503;Area p/a pratica de esportes e atletismo
X504;Rua e estrada
X505;Areas de comercio e de servicos
X506;Areas industriais e em construcao
X507;Fazenda
X508;Outr locais espec
X509;Local NE
X510;Residencia
X511;Habitacao coletiva
X512;Escolas outr instit areas admin publica
X513;Area p/a pratica de esportes e atletismo
X514;Rua e estrada
X515;Areas de comercio e de servicos
X516;Areas industriais e em construcao
X517;Fazenda
X518;Outr locais espec
X519;Local NE
X520;Residencia
X521;Habitacao coletiva
X522;Escolas outr instit areas admin publica
X523;Area p/a pratica de esportes e atletismo
X524;Rua e estrada
X525;Areas de comercio e de servicos
X526;Areas industriais e em construcao
X527;Fazenda
X528;Outr locais espec
X529;Local NE
X530;Residencia
X531;Habitacao coletiva
X532;Escolas outr instit areas admin publica
X533;Area p/a pratica de esportes e atletismo
X534;Rua e estrada
X535;Areas de comercio e de servicos
X536;Areas industriais e em construcao
X537;Fazenda
X538;Outr locais espec
X539;Local NE
X540;Residencia
X541;Habitacao coletiva
X542;Escolas outr instit areas admin publica
X543;Area p/a pratica de esportes e atletismo
X544;Rua e estrada
X545;Areas de comercio e de servicos
X546;Areas industriais e em construcao
X547;Fazenda
X548;Outr locais espec
X549;Local NE
X570;Residencia
X571;Habitacao coletiva
X572;Escolas outr instit areas admin publica
X573;Area p/a pratica de esportes e atletismo
X574;Rua e estrada
X575;Areas de comercio e de servicos
X576;Areas industriais e em construcao
X577;Fazenda
X578;Outr locais espec
X579;Local NE
X580;Residencia
X581;Habitacao coletiva
X582;Escolas outr instit areas admin publica
X583;Area p/a pratica de esportes e atletismo
X584;Rua e estrada
X585;Areas de comercio e de servicos
